連番1	連番2	連番3	所要区分	親指図番号	割当(WBS)	受注伝票	入出庫番号	入庫保管場所	親品目コード	親品目テキスト	原価センタテキスト	出荷伝票	出庫数量	親MRP管理者	親指図計画開始日	親指図計画終了日	BOM明細番号	子指図番号	子品目コード	子品目テキスト	所要日	所要残数	在庫数	在庫引当	所要引当残数	子MRP管理者	購買発注番号	子指図計画開始日	子指図計画終了日	計画数量	計画引当	計画引当残数	作業区４	作業区５	払出完了	進捗	工程(子)	C	A	C,A以外	作業0020時間(分)	作業0030時間(分)	作業0040時間(分)	作業0050時間(分)	作業0060時間(分)	検査	標準原価	指図テキスト
0000000085	0000000015	0000000001	製造指図出庫	40163141	I-0330962-10-01-04		8090455-0048		A00A2038801	SIT20SGD/SKS300(RF)			1.000	C28	2025/12/10	2026/02/10	0480	50120556	970500631	CV-063DT1 ZNRﾖｳ PC	2025/12/10	1.000	17.000	0.000	1.000	PC5		2025/08/26	2025/10/06	15.000	1.000	8.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		3,114.000000	
0000000086	0000000016	0000000001	製造指図出庫	40162533	I-0330825-10-01-04		8064467-0030		A00A2017801	SFST15SGB1 入出力盤			1.000	C28	2025/12/11	2026/01/28	0300	50120556	970500631	CV-063DT1 ZNRﾖｳ PC	2025/12/11	1.000	17.000	0.000	1.000	PC5		2025/08/26	2025/10/06	15.000	1.000	7.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		3,114.000000	
0000000087	0000000001		製造指図出庫	40153280	I-0320172-10-01-05		7815056-0077		A00A1975502	SIT7.5SGD(INV)			1.000	C28	2024/08/08	2026/03/04	0770		970500634	CV-063DT4 ZNRﾖｳ PC	2024/08/08	1.000	12.000	1.000	0.000																						2,019.000000	
0000000088	0000000001		受注			6366058-0010							1.000						971030123	MK-945 ｹ-ｽｲﾘ (F)	2025/12/05	1.000	0.000	0.000	1.000																						17,604.000000	
0000000089	0000000001		製造指図出庫	40163538	G-0335960-10-01-06		8099262-0002		A00A2086501	SCB6WF7-60-20KC (LCP)			2.000	C18	2025/09/11	2025/12/11	0020		971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/09/11	4.000	12.000	4.000	0.000																						16,367.000000	
0000000090	0000000002		製造指図出庫	40165370	M-0338100-10-01-07		8169746-0042		A00A2061401	SCB6WF7-22-22KSVC×2機側			1.000	C18	2025/10/14	2025/12/26	0420		971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/10/14	4.000	12.000	4.000	0.000																						16,367.000000	
0000000091	0000000003		製造指図出庫	40162557	G-0339331-10	339331-0010	8064871-0045		A00A2107300	SCB6F7-130-8.5KCLX2			1.000	C17	2025/10/14	2026/02/09	0440		971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/10/14	4.000	12.000	4.000	0.000																						16,367.000000	
0000000092	0000000004	0000000001	製造指図出庫	40161153	G-0335960-40	335960-0040	8032543-0012		A00A2086600	SCB6WF7-60-20KC予備品			1.000	C51	2025/10/17	2025/12/11	0110	50120567	971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/10/17	1.000	12.000	0.000	1.000	PC1		2025/09/19	2025/10/09	10.000	1.000	9.000	A0801	A0802	○	○○○○○○○－		50	891	380	0.000	0.000	0.000	0.000	19.000	A	16,367.000000	
0000000093	0000000005	0000000001	製造指図出庫	40161910	M-0338100-30	338100-0030	8055926-0010		A00A1543600	SCB6WF7-22-22KC×2ﾖﾋﾞﾋﾝ			1.000	C51	2025/11/06	2025/12/26	0090	50120567	971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/11/06	2.000	12.000	0.000	2.000	PC1		2025/09/19	2025/10/09	10.000	2.000	7.000	A0801	A0802	○	○○○○○○○－		50	891	380	0.000	0.000	0.000	0.000	19.000	A	16,367.000000	
0000000094	0000000006	0000000001	製造指図出庫	40164057	G-0332901-10-01-06		8108120-0058		A00A2066201	SCB3WF7-35-20KC LCP			1.000	C18	2025/11/18	2026/01/19	0580	50120567	971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/11/18	4.000	12.000	0.000	4.000	PC1		2025/09/19	2025/10/09	10.000	4.000	3.000	A0801	A0802	○	○○○○○○○－		50	891	380	0.000	0.000	0.000	0.000	19.000	A	16,367.000000	
0000000095	0000000007	0000000001	製造指図出庫	40165696	G-0347147-10	347147-0010	8180541-0011		A00A2153600	SCB3WF7-15-20KCPRX2予備品			1.000	C51	2026/02/04	2026/02/25	0100	50120567	971030127	GK-956C ｹ-ｽｲﾘ(F)	2026/02/04	1.000	12.000	0.000	1.000	PC1		2025/09/19	2025/10/09	10.000	1.000	2.000	A0801	A0802	○	○○○○○○○－		50	891	380	0.000	0.000	0.000	0.000	19.000	A	16,367.000000	
0000000096	0000000001	0000000001	製造指図出庫	40165225	G-0345245-10	345245-0010	8162415-0002		A00A2142700	GK-1093B(保守用)			1.000	C51	2025/09/19	2025/10/14	0010	50120524	971030135	GK-1093B ｹ-ｽｲﾘ	2025/09/19	1.000	0.000	0.000	1.000	PC1		2025/08/28	2025/09/18	4.000	1.000	3.000	A0801	A0802	○	○○○○○○○－		0	292	124	0.000	0.000	0.000	0.000	31.000	D	17,477.000000	
0000000097	0000000002	0000000001	受注			6366012-0010							3.000					50120524	971030135	GK-1093B ｹ-ｽｲﾘ	2025/09/23	2.000	0.000	0.000	2.000	PC1		2025/08/28	2025/09/18	4.000	2.000	1.000	A0801	A0802	○	○○○○○○○－		0	292	124	0.000	0.000	0.000	0.000	31.000	D	17,477.000000	
0000000098	0000000003	0000000001	製造指図出庫	40165399	M-0345878-10	345878-0010	8170354-0008		A00A2145900	MMTH電着整流器保守パーツ			1.000	C51	2025/11/07	2025/11/26	0070	50120524	971030135	GK-1093B ｹ-ｽｲﾘ	2025/11/07	1.000	0.000	0.000	1.000	PC1		2025/08/28	2025/09/18	4.000	1.000	0.000	A0801	A0802	○	○○○○○○○－		0	292	124	0.000	0.000	0.000	0.000	31.000	D	17,477.000000	
0000000099	0000000004		製造指図出庫	40163307	G-0340870-10	340870-0010	8093568-0082		A00A2109400	SCA4F7-44-5300LC			1.000	C17	2026/01/15	2026/04/01	0810		971030135	GK-1093B ｹ-ｽｲﾘ	2026/01/15	1.000	0.000	0.000	1.000																						17,477.000000	
0000000100	0000000005		製造指図出庫	40164782	G-0340870-10-01-07		8148353-0007		A00A2109401	SCA4F7-44-5300LC 予備品			1.000	C18	2026/01/15	2026/04/01	0070		971030135	GK-1093B ｹ-ｽｲﾘ	2026/01/15	1.000	0.000	0.000	1.000																						17,477.000000	
0000000101	0000000001		製造指図出庫	40165370	M-0338100-10-01-07		8169746-0045		A00A2061401	SCB6WF7-22-22KSVC×2機側			1.000	C18	2025/10/14	2025/12/26	0450		971030136	GK-1093BT1 ｹ-ｽｲﾘ	2025/10/14	2.000	1.000	1.000	1.000																						24,555.000000	
0000000102	0000000001	0000000001	製造指図出庫	40165370	M-0338100-10-01-07		8169746-0045		A00A2061401	SCB6WF7-22-22KSVC×2機側			1.000	C18	2025/10/14	2025/12/26	0450	50120566	971030136	GK-1093BT1 ｹ-ｽｲﾘ	2025/10/14	2.000	1.000	1.000	1.000	PC1		2025/09/19	2025/10/09	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○－		0	49	21	0.000	0.000	0.000	0.000	31.000	D	24,555.000000	
0000000103	0000000002		受注			6366059-0010							2.000						971030136	GK-1093BT1 ｹ-ｽｲﾘ	2025/11/11	1.000	1.000	0.000	1.000																						24,555.000000	
0000000104	0000000003		出荷			6366059-0010						80922237-0010	1.000						971030136	GK-1093BT1 ｹ-ｽｲﾘ	2025/11/11	1.000	1.000	0.000	1.000																						24,555.000000	
0000000105	0000000004		製造指図出庫	40163378	G-0340900-10	340900-0010	8093703-0033		A00A2104000	KCA4W7-17-5000SVC			2.000	C17	2026/01/13	2026/02/24	0320		971030136	GK-1093BT1 ｹ-ｽｲﾘ	2026/01/13	2.000	1.000	0.000	2.000																						24,555.000000	
0000000106	0000000001		製造指図出庫	40164740	G-0344038-10	344038-0010	8138648-0016		A00A2135600	GPP3 No10,15 部品交換			1.000	C51	2025/09/19	2025/10/15	0150		971030139	GK-1123T1 ｹ-ｽｲﾘ(F)	2025/09/19	2.000	2.000	2.000	0.000																						20,939.000000	
0000000107	0000000002		出荷			6366063-0010						80923279-0010	2.000						971030139	GK-1123T1 ｹ-ｽｲﾘ(F)	2025/11/11	2.000	2.000	0.000	2.000																						20,939.000000	
0000000108	0000000003		製造指図出庫	40164741	G-0344040-10	344040-0010	8138649-0020		A00A2135500	GPP2 No7,8 部品交換			1.000	C51	2025/12/17	2026/01/15	0190		971030139	GK-1123T1 ｹ-ｽｲﾘ(F)	2025/12/17	3.000	2.000	0.000	3.000																						20,939.000000	
0000000109	0000000001		製造指図出庫	40165003	M-0344759-10	344759-0010	8155191-0013		A00A2133200	MRS-25040AT(RC20M)			1.000	B50	2025/12/15	2026/01/14	0120		97K050004	MK-500C S04 PZZA1050004	2025/12/15	12.000	0.000	0.000	12.000																						2,831.000000	
0000000110		0000000001																50119556	97K0944P1	MK-944SP1 PZA153200 (F)			1.000			PC1		2025/06/03	2025/08/25	3.000	0.000	3.000	A0801	A0802	＊	＊＊＊＊＊○○○		15	260	151	0.000	0.000	0.000	0.000	0.000		96,959.000000	
0000000111	0000000001		製造指図出庫	10133102			8125469-0052	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			2.000	B50	2025/11/26	2025/12/12	0110		97K101219	MK-1012AU19 PZA152200	2025/11/26	2.000	6.000	2.000	0.000																						17,611.000000	
0000000112	0000000002		製造指図出庫	10133608			8177137-0052	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			4.000	B50	2025/12/22	2026/01/15	0110		97K101219	MK-1012AU19 PZA152200	2025/12/22	4.000	6.000	4.000	0.000																						17,611.000000	
0000000113	0000000003		製造指図出庫	40165480	M-0346229-10	346229-0010	8173108-0011		A00A2035500	MRS-12040AT-40-1(RC10m)			2.000	B50	2026/01/05	2026/01/20	0100		97K101219	MK-1012AU19 PZA152200	2026/01/05	2.000	6.000	0.000	2.000																						17,611.000000	
0000000114	0000000004		製造指図出庫	10133103			8125470-0052	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			3.000	B50	2026/01/07	2026/01/27	0110		97K101219	MK-1012AU19 PZA152200	2026/01/07	3.000	6.000	0.000	3.000																						17,611.000000	
0000000115	0000000001		製造指図出庫	40161282	G-0336374-20	336374-0020	8036836-0007		A00A2087800	SCA2F1-12/5-350/140VCPR			1.000	B50	2025/09/25	2025/10/20	0060		97K109330	GK-1093BS30	2025/09/25	2.000	2.000	2.000	0.000																						22,599.000000	
0000000116	0000000001		製造指図出庫	40161282	G-0336374-20	336374-0020	8036836-0008		A00A2087800	SCA2F1-12/5-350/140VCPR			1.000	B50	2025/09/25	2025/10/20	0070		97K109331	GK-1093BU31 PZA058400	2025/09/25	2.000	2.000	2.000	0.000																						22,045.000000	
0000000117	0000000001		製造指図出庫	40163822	G-0341893-10	341893-0010	8103493-0103		A00A1977100	OZ-INV(FW) 230kW			1.000	C17	2025/11/05	2026/01/07	1020		97K109361	GK-1093B U61 PZA140500	2025/11/05	1.000	0.000	0.000	1.000																						24,946.000000	
0000000118	0000000002		製造指図出庫	40164334	G-0340097-10-01-07		8115466-0001		A00A2101101	KTA4FW6-55-2000SVC LCP			2.000	C18	2025/11/21	2026/02/16	0010		97K109361	GK-1093B U61 PZA140500	2025/11/21	8.000	0.000	0.000	8.000																						24,946.000000	
0000000119	0000000001	0000000001	製造指図出庫	40161282	G-0336374-20	336374-0020	8036836-0009		A00A2087800	SCA2F1-12/5-350/140VCPR			1.000	B50	2025/09/25	2025/10/20	0080	50120188	97K128070	GK-1280 U70 PZA058600	2025/09/25	2.000	0.000	0.000	2.000	PC1		2025/09/01	2025/09/22	2.000	2.000	0.000	A0801	A0802	＊	＊＊○＊＊＊＊○		0	766	238	0.000	0.000	0.000	0.000	76.000	D	47,630.000000	
0000000120		0000000001																50115061	97K158000	LK-1580A RoHS			0.000			PC1		2024/11/19	2025/10/01	10.000	0.000	10.000	A0801	A0802	＊	＊＊○＊＊○○○		0	660	710	0.000	0.000	0.000	0.000	13.000	A	32,865.000000	かつらぎ総合　津市　名古屋名東文化等 先行手配分
0000000121	0000000001		製造指図出庫	40163937	I-0326879-10-01-08		8105243-0017		U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ			1.000	C29	2025/07/11	2025/11/07	0170		97K169800	XIK-1698B PZA003400	2025/07/11	2.000	6.000	2.000	0.000																						12,294.000000	
0000000122	0000000002		製造指図出庫	40163951	I-0326880-10-01-08		8105279-0017		U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ			1.000	C29	2025/07/11	2025/11/14	0170		97K169800	XIK-1698B PZA003400	2025/07/11	2.000	6.000	2.000	0.000																						12,294.000000	
0000000123	0000000003		受注			6366370-0010							10.000						97K169800	XIK-1698B PZA003400	2025/11/17	4.000	6.000	2.000	2.000																						12,294.000000	
0000000124	0000000004		出荷			6366370-0010						80923378-0010	6.000						97K169800	XIK-1698B PZA003400	2025/11/17	6.000	6.000	0.000	6.000																						12,294.000000	
0000000125	0000000001	0000000001	受注			6364356-0010							4.000					50120464	97K170118	XIK-1701B S18 PZA11100	2025/09/30	1.000	0.000	0.000	1.000	PC1		2025/09/04	2025/09/25	1.000	1.000	0.000	A0801	A0802	＊	＊＊○＊＊＊○○		0	204	376	0.000	0.000	0.000	0.000	24.000	D	27,218.000000	
0000000126	0000000001		製造指図出庫	50120550			8184934-0078	1120	P00A0761616	IK-7616U16(IK-1749U35)			1.000	PC1	2025/09/11	2025/10/02	0800		97K175000	YGK-1750 MK-2228ｶｸｼﾕﾎｶSUB	2025/09/11	1.000	10.000	1.000	0.000																						2,921.000000	
0000000127	0000000002		製造指図出庫	50120591			8138643-0081	1120	P00A0761602	IK-7616 U02(IK-1749 U27)			12.000	PC1	2025/09/19	2025/10/09	0810		97K175000	YGK-1750 MK-2228ｶｸｼﾕﾎｶSUB	2025/09/19	12.000	10.000	9.000	3.000																						2,921.000000	
0000000128	0000000002	0000000001	製造指図出庫	50120591			8138643-0081	1120	P00A0761602	IK-7616 U02(IK-1749 U27)			12.000	PC1	2025/09/19	2025/10/09	0810	50120478	97K175000	YGK-1750 MK-2228ｶｸｼﾕﾎｶSUB	2025/09/19	12.000	10.000	9.000	3.000	PC1		2025/08/28	2025/09/18	90.000	3.000	87.000	A0801	A0802	○	○○○○○○○○		0	1,800	810	0.000	0.000	0.000	0.000	23.000	B	2,921.000000	
0000000129	0000000003	0000000001	製造指図出庫	50120604			8187536-0078	1120	P00A0761616	IK-7616U16(IK-1749U35)			1.000	PC1	2025/09/19	2025/10/09	0800	50120478	97K175000	YGK-1750 MK-2228ｶｸｼﾕﾎｶSUB	2025/09/19	1.000	10.000	0.000	1.000	PC1		2025/08/28	2025/09/18	90.000	1.000	86.000	A0801	A0802	○	○○○○○○○○		0	1,800	810	0.000	0.000	0.000	0.000	23.000	B	2,921.000000	
0000000130	0000000001		製造指図出庫	40163870	W-0342026-10	342026-0010	8105079-0136		A7A215800	SDOS-400-150CX2 T1 NEW			1.000	C17	2026/01/13	2026/02/24	1350		97M020814	YAWM-208 S14	2026/01/13	2.000	0.000	0.000	2.000																						18,040.000000	
0000000131	0000000001		製造指図出庫	10133267			8153541-0046	1910	A5A167800	KCX-803E-1 AL			3.000	BP0	2025/11/04	2025/11/25	0840		998431700	PM-170A (PZA180300)	2025/11/04	3.000	5.000	3.000	0.000																						12,858.000000	
0000000132	0000000002		製造指図出庫	R346219			8173106-0033	1910	998431700	PM-170A (PZA180300)			5.000	B70	2025/11/06	2025/11/13	0010		998431700	PM-170A (PZA180300)	2025/11/06	5.000	5.000	2.000	3.000																						12,858.000000	
0000000133	0000000001		製造指図出庫	10133267			8153541-0047	1910	A5A167800	KCX-803E-1 AL			3.000	BP0	2025/11/04	2025/11/25	0850		998431710	PM-171A (PZA180200)	2025/11/04	3.000	0.000	0.000	3.000																						9,201.000000	
0000000134	0000000002		製造指図出庫	R346218			8173107-0046	1910	998431710	PM-171A (PZA180200)			5.000	B70	2025/11/06	2025/11/13	0720		998431710	PM-171A (PZA180200)	2025/11/06	5.000	0.000	0.000	5.000																						9,201.000000	
0000000135	0000000001		製造指図出庫	40163870	W-0342026-10	342026-0010	8105079-0138		A7A215800	SDOS-400-150CX2 T1 NEW			1.000	C17	2026/01/13	2026/02/24	1370		998432088	YAWM-208 S08	2026/01/13	1.000	0.000	0.000	1.000																						17,956.000000	
0000000136	0000000001		製造指図出庫	40163870	W-0342026-10	342026-0010	8105079-0139		A7A215800	SDOS-400-150CX2 T1 NEW			1.000	C17	2026/01/13	2026/02/24	1380		998432181	UWM-218 T1 (PZA174900)	2026/01/13	1.000	0.000	0.000	1.000																						26,301.000000	
0000000137	0000000001		製造指図出庫	10133267			8153541-0048	1910	A5A167800	KCX-803E-1 AL			3.000	BP0	2025/11/04	2025/11/25	0860		998433550	PM-355B (PZZA0638500)	2025/11/04	3.000	3.000	3.000	0.000																						5,714.000000	
0000000138	0000000002		製造指図出庫	R345739			8169941-0031	1910	998433550	PM-355B (PZZA0638500)			6.000	B70	2025/11/25	2025/12/01	0010		998433550	PM-355B (PZZA0638500)	2025/11/25	6.000	3.000	0.000	6.000																						5,714.000000	
0000000139	0000000001		製造指図出庫	40163870	W-0342026-10	342026-0010	8105079-0140		A7A215800	SDOS-400-150CX2 T1 NEW			1.000	C17	2026/01/13	2026/02/24	1390		998433950	BWM-395 (SC1A6609) 05621	2026/01/13	2.000	0.000	0.000	2.000																						7,583.000000	
0000000140	0000000001	0000000001	製造指図出庫	10132922			8103485-0021	1210	U0A036100	PL-2-1 ﾌﾟﾗｽﾞﾏﾕﾆﾂﾄ			1.000	CK9	2025/10/06	2025/10/20	0330	50120533	998434812	UWM-481AU02 PZA196500	2025/10/06	1.000	0.000	0.000	1.000	PC1		2025/09/11	2025/10/02	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		0	146	41	0.000	0.000	0.000	0.000	30.000		23,281.000000	
0000000141	0000000001	0000000001	製造指図出庫	10132922			8103485-0022	1210	U0A036100	PL-2-1 ﾌﾟﾗｽﾞﾏﾕﾆﾂﾄ			1.000	CK9	2025/10/06	2025/10/20	0340	50120534	998434822	UWM-482AU02	2025/10/06	1.000	0.000	0.000	1.000	PC1		2025/09/11	2025/10/02	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		0	100	35	0.000	0.000	0.000	0.000	23.000	A	21,374.000000	
0000000142	0000000001		製造指図出庫	40161063	W-0335648-10	335648-0010	8025739-0085		A00A0553103	TSIB-100K			2.000	B50	2025/12/04	2025/12/24	0840		998435130	WM-513 (PZZA0051300)	2025/12/04	4.000	19.000	4.000	0.000																						3,813.000000	
0000000143	0000000002		製造指図出庫	40161064	W-0335649-10	335649-0010	8025741-0085		A00A0553103	TSIB-100K			2.000	B50	2026/04/06	2026/04/24	0840		998435130	WM-513 (PZZA0051300)	2026/04/06	4.000	19.000	4.000	0.000																						3,813.000000	
0000000144	0000000003		製造指図出庫	40161065	W-0335650-10	335650-0010	8025744-0085		A00A0553103	TSIB-100K			2.000	B50	2026/05/08	2026/05/27	0840		998435130	WM-513 (PZZA0051300)	2026/05/08	4.000	19.000	4.000	0.000																						3,813.000000	
0000000145	0000000004		製造指図出庫	40161066	W-0335651-10	335651-0010	8025745-0085		A00A0553103	TSIB-100K			2.000	B50	2026/07/21	2026/08/24	0840		998435130	WM-513 (PZZA0051300)	2026/07/21	4.000	19.000	4.000	0.000																						3,813.000000	
0000000146	0000000005		製造指図出庫	40161067	W-0335652-10	335652-0010	8025747-0085		A00A0553103	TSIB-100K			2.000	B50	2026/09/04	2026/09/25	0840		998435130	WM-513 (PZZA0051300)	2026/09/04	4.000	19.000	3.000	1.000																						3,813.000000	
0000000147	0000000001		製造指図出庫	40163870	W-0342026-10	342026-0010	8105079-0141		A7A215800	SDOS-400-150CX2 T1 NEW			1.000	C17	2026/01/13	2026/02/24	1400		998435590	UWM-559 W1C1A7845	2026/01/13	1.000	2.000	1.000	0.000																						2,007.000000	
0000000148	0000000001		出荷			6365941-0010						80921911-0010	2.000						P00A0637110	IK-6371 U10 CM400DU-12H	2026/02/13	2.000	0.000	0.000	2.000																						26,788.000000	
0000000149	0000000001		製造指図出庫	10123810			7688104-0089	1911	A00A0607401	PV-100K-42/44T-03 MVJ			2.000	C26	2024/03/01	2026/03/17	0470		P00A0703000	IK-7030B	2024/03/01	2.000	2.000	2.000	0.000																						52,414.000000	
0000000150	0000000002	0000000001	製造指図出庫	40162037	I-0338415-10	338415-0010	8057988-0054		A00A2104100	FC-20K-20T-03 Ver3.2			1.000	C25	2025/10/21	2025/11/21	0530	50120678	P00A0703000	IK-7030B	2025/10/21	1.000	2.000	0.000	1.000	PC1		2025/09/26	2025/10/17	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		0	195	143	0.000	0.000	0.000	0.000	57.000	D	52,414.000000	
0000000151	0000000003		受注			6366523-0010							10.000						P00A0703000	IK-7030B	2025/10/28	6.000	2.000	0.000	6.000																						52,414.000000	
0000000152	0000000004		出荷			6366523-0010						80923802-0010	4.000						P00A0703000	IK-7030B	2025/10/28	4.000	2.000	0.000	4.000																						52,414.000000	
0000000153	0000000005		製造指図出庫	10133397			8156079-0093	1911	A00A0607301	PV-250K-42/44T-03 MVJ			1.000	C26	2026/02/05	2026/03/17	0460		P00A0703000	IK-7030B	2026/02/05	1.000	2.000	0.000	1.000																						52,414.000000	
0000000154	0000000006		製造指図出庫	10133960			8192631-0084	1911	A00A0607401	PV-100K-42/44T-03 MVJ			1.000	C26	2026/02/20	2026/03/24	0470		P00A0703000	IK-7030B	2026/02/20	1.000	2.000	0.000	1.000																						52,414.000000	
0000000155	0000000001		製造指図出庫	40154930	I-0316840-10-01-05		7847125-0083		A00A1954402	Ｎｏ．１ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/11/06	0830		P00A0703004	IK-7030B S04	2025/06/09	1.000	17.000	1.000	0.000																						42,251.000000	
0000000156	0000000002		製造指図出庫	40154932	I-0316840-10-01-06		7847127-0083		A00A1954403	Ｎｏ．２ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/11/06	0830		P00A0703004	IK-7030B S04	2025/06/09	1.000	17.000	1.000	0.000																						42,251.000000	
0000000157	0000000003		製造指図出庫	40164867	I-0316840-10-01-07		8153829-0060		A00A1954404	切替盤			1.000	C28	2025/06/09	2025/11/06	0600		P00A0703004	IK-7030B S04	2025/06/09	2.000	17.000	2.000	0.000																						42,251.000000	
